timestamp,zone_id,zone_name,location_lat,location_lng,hourly_pedestrian_inflow,hourly_pedestrian_outflow,estimated_active_occupancy,density_percentage,risk_tier,avg_walking_velocity_kmh,bottleneck_triggered
2015-08-29T05:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,13003,11052,28895,68.8,HIGH,2.7,NO
2015-08-29T05:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,12757,10843,28350,81.0,CRITICAL,1.8,YES
2015-08-29T05:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,24767,21051,55039,68.8,HIGH,2.7,NO
2015-08-29T06:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,18900,16065,42000,84.0,CRITICAL,1.8,YES
2015-08-29T06:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,13494,11469,29988,71.4,HIGH,2.7,YES
2015-08-29T06:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,13230,11245,29400,84.0,CRITICAL,1.8,YES
2015-08-29T06:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,25704,21848,57120,71.4,HIGH,2.7,YES
2015-08-29T07:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,19575,16638,43500,87.0,CRITICAL,1.8,YES
2015-08-29T07:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,13986,11888,31080,74.0,HIGH,2.7,YES
2015-08-29T07:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,13702,11646,30450,87.0,CRITICAL,1.8,YES
2015-08-29T07:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,26640,22644,59200,74.0,HIGH,2.7,YES
2015-08-29T08:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,20250,17212,45000,90.0,CRITICAL,1.8,YES
2015-08-29T08:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,14458,12289,32130,76.5,HIGH,2.7,YES
2015-08-29T08:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,14175,12048,31500,90.0,CRITICAL,1.8,YES
2015-08-29T08:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,27540,23409,61200,76.5,HIGH,2.7,YES
2015-08-29T09:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,20925,17786,46500,93.0,CRITICAL,1.8,YES
2015-08-29T09:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,14931,12691,33180,79.0,HIGH,2.7,YES
2015-08-29T09:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,14647,12449,32550,93.0,CRITICAL,1.8,YES
2015-08-29T09:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,28440,24174,63200,79.0,HIGH,2.7,YES
2015-08-29T10:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,21600,18360,48000,96.0,CRITICAL,1.8,YES
2015-08-29T10:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,15422,13108,34272,81.6,CRITICAL,1.8,YES
2015-08-29T10:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15120,12852,33600,96.0,CRITICAL,1.8,YES
2015-08-29T10:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,29375,24968,65279,81.6,CRITICAL,1.8,YES
2015-08-29T11:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,14625,12431,32500,65.0,HIGH,2.7,NO
2015-08-29T11:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,10432,8867,23184,55.2,MODERATE,3.6,NO
2015-08-29T11:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,10237,8701,22750,65.0,HIGH,2.7,NO
2015-08-29T11:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,19872,16891,44160,55.2,MODERATE,3.6,NO
2015-08-29T12:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,13725,15783,30500,61.0,HIGH,2.7,NO
2015-08-29T12:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,9809,11280,21798,51.9,MODERATE,3.6,NO
2015-08-29T12:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,9607,11048,21350,61.0,HIGH,2.7,NO
2015-08-29T12:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,18684,21486,41520,51.9,MODERATE,3.6,NO
2015-08-29T13:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,12824,14747,28499,57.0,MODERATE,3.6,NO
2015-08-29T13:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,9147,10519,20328,48.4,MODERATE,3.6,NO
2015-08-29T13:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,8977,10323,19950,57.0,MODERATE,3.6,NO
2015-08-29T13:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,17424,20037,38720,48.4,MODERATE,3.6,NO
2015-08-29T14:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,11925,13713,26500,53.0,MODERATE,3.6,NO
2015-08-29T14:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,8505,9780,18900,45.0,MODERATE,3.6,NO
2015-08-29T14:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,8347,9599,18550,53.0,MODERATE,3.6,NO
2015-08-29T14:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,16200,18630,36000,45.0,MODERATE,3.6,NO
2015-08-29T15:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,11025,12678,24500,49.0,MODERATE,3.6,NO
2015-08-29T15:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,7862,9041,17472,41.6,MODERATE,3.6,NO
2015-08-29T15:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,7717,8874,17150,49.0,MODERATE,3.6,NO
2015-08-29T15:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,14976,17222,33280,41.6,MODERATE,3.6,NO
2015-08-29T16:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,10125,11643,22500,45.0,MODERATE,3.6,NO
2015-08-29T16:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,7219,8301,16044,38.2,MODERATE,3.6,NO
2015-08-29T16:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,7087,8150,15750,45.0,MODERATE,3.6,NO
2015-08-29T16:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,13752,15814,30560,38.2,MODERATE,3.6,NO
2015-08-29T17:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,12375,14231,27500,55.0,MODERATE,3.6,NO
2015-08-29T17:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,8845,10171,19656,46.8,MODERATE,3.6,NO
2015-08-29T17:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,8662,9961,19250,55.0,MODERATE,3.6,NO
2015-08-29T17:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,16848,19375,37440,46.8,MODERATE,3.6,NO
2015-08-29T18:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,11700,13454,26000,52.0,MODERATE,3.6,NO
2015-08-29T18:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,8353,9605,18564,44.2,MODERATE,3.6,NO
2015-08-29T18:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,8190,9418,18200,52.0,MODERATE,3.6,NO
2015-08-29T18:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,15912,18298,35360,44.2,MODERATE,3.6,NO
2015-08-29T19:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,11025,12678,24500,49.0,MODERATE,3.6,NO
2015-08-29T19:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,7862,9041,17472,41.6,MODERATE,3.6,NO
2015-08-29T19:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,7717,8874,17150,49.0,MODERATE,3.6,NO
2015-08-29T19:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,14976,17222,33280,41.6,MODERATE,3.6,NO
2015-08-29T20:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,10350,11902,23000,46.0,MODERATE,3.6,NO
2015-08-29T20:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,7389,8497,16422,39.1,MODERATE,3.6,NO
2015-08-29T20:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,7245,8331,16100,46.0,MODERATE,3.6,NO
2015-08-29T20:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,14076,16187,31280,39.1,MODERATE,3.6,NO
2015-08-29T21:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,9675,11126,21500,43.0,MODERATE,3.6,NO
2015-08-29T21:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,6898,7932,15330,36.5,MODERATE,3.6,NO
2015-08-29T21:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,6772,7787,15050,43.0,MODERATE,3.6,NO
2015-08-29T21:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,13140,15110,29200,36.5,MODERATE,3.6,NO
2015-08-29T22:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,14400,16560,32000,64.0,HIGH,2.7,NO
2015-08-29T22:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,10281,11823,22848,54.4,MODERATE,3.6,NO
2015-08-29T22:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,10080,11592,22400,64.0,HIGH,2.7,NO
2015-08-29T22:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,19584,22521,43520,54.4,MODERATE,3.6,NO
2015-08-29T23:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,14850,17077,33000,66.0,HIGH,2.7,NO
2015-08-29T23:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,10602,12192,23562,56.1,MODERATE,3.6,NO
2015-08-29T23:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,10395,11954,23100,66.0,HIGH,2.7,NO
2015-08-29T23:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,20196,23225,44880,56.1,MODERATE,3.6,NO
2015-09-13T00:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,7200,6120,16000,32.0,MODERATE,3.6,NO
2015-09-13T00:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,5140,4369,11424,27.2,LOW,4.8,NO
2015-09-13T00:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,5040,4284,11200,32.0,MODERATE,3.6,NO
2015-09-13T00:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,9792,8323,21760,27.2,LOW,4.8,NO
2015-09-13T01:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,7920,6732,17600,35.2,MODERATE,3.6,NO
2015-09-13T01:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,5651,4803,12558,29.9,LOW,4.8,NO
2015-09-13T01:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,5544,4712,12320,35.2,MODERATE,3.6,NO
2015-09-13T01:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,10764,9149,23920,29.9,LOW,4.8,NO
2015-09-13T02:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,8640,7344,19200,38.4,MODERATE,3.6,NO
2015-09-13T02:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,6161,5236,13692,32.6,MODERATE,3.6,NO
2015-09-13T02:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,6048,5140,13440,38.4,MODERATE,3.6,NO
2015-09-13T02:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,11736,9975,26080,32.6,MODERATE,3.6,NO
2015-09-13T03:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-13T03:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,18616,15823,41370,98.5,CRITICAL,1.8,YES
2015-09-13T03:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-13T03:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,35460,30141,78800,98.5,CRITICAL,1.8,YES
2015-09-13T04:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-13T04:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,18616,15823,41370,98.5,CRITICAL,1.8,YES
2015-09-13T04:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-13T04:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,35460,30141,78800,98.5,CRITICAL,1.8,YES
2015-09-13T05:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-13T05:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,18616,15823,41370,98.5,CRITICAL,1.8,YES
2015-09-13T05:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-13T05:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,35460,30141,78800,98.5,CRITICAL,1.8,YES
2015-09-13T06:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-13T06:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,18616,15823,41370,98.5,CRITICAL,1.8,YES
2015-09-13T06:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-13T06:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,35460,30141,78800,98.5,CRITICAL,1.8,YES
2015-09-13T07:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-13T07:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,18616,15823,41370,98.5,CRITICAL,1.8,YES
2015-09-13T07:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-13T07:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,35460,30141,78800,98.5,CRITICAL,1.8,YES
2015-09-13T08:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-13T08:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,18616,15823,41370,98.5,CRITICAL,1.8,YES
2015-09-13T08:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-13T08:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,35460,30141,78800,98.5,CRITICAL,1.8,YES
2015-09-13T09:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-13T09:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,18616,15823,41370,98.5,CRITICAL,1.8,YES
2015-09-13T09:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-13T09:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,35460,30141,78800,98.5,CRITICAL,1.8,YES
2015-09-13T10:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-13T10:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,18616,15823,41370,98.5,CRITICAL,1.8,YES
2015-09-13T10:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-13T10:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,35460,30141,78800,98.5,CRITICAL,1.8,YES
2015-09-13T11:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,18837,49250,98.5,CRITICAL,1.8,YES
2015-09-13T11:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,16707,14200,37128,88.4,CRITICAL,1.8,YES
2015-09-13T11:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,13186,34475,98.5,CRITICAL,1.8,YES
2015-09-13T11:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,31824,27050,70720,88.4,CRITICAL,1.8,YES
2015-09-13T12:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,21960,25253,48800,97.6,CRITICAL,1.8,YES
2015-09-13T12:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,15687,18040,34860,83.0,CRITICAL,1.8,YES
2015-09-13T12:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15372,17677,34160,97.6,CRITICAL,1.8,YES
2015-09-13T12:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,29880,34362,66400,83.0,CRITICAL,1.8,YES
2015-09-13T13:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,20520,23597,45600,91.2,CRITICAL,1.8,YES
2015-09-13T13:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,14647,16844,32550,77.5,HIGH,2.7,YES
2015-09-13T13:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,14364,16518,31920,91.2,CRITICAL,1.8,YES
2015-09-13T13:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,27900,32084,62000,77.5,HIGH,2.7,YES
2015-09-13T14:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,19080,21942,42400,84.8,CRITICAL,1.8,YES
2015-09-13T14:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,13626,15669,30282,72.1,HIGH,2.7,YES
2015-09-13T14:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,13356,15359,29680,84.8,CRITICAL,1.8,YES
2015-09-13T14:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,25956,29849,57680,72.1,HIGH,2.7,YES
2015-09-13T15:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,17640,20286,39200,78.4,HIGH,2.7,YES
2015-09-13T15:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,12587,14475,27971,66.6,HIGH,2.7,NO
2015-09-13T15:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,12348,14200,27440,78.4,HIGH,2.7,YES
2015-09-13T15:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,23975,27571,53279,66.6,HIGH,2.7,NO
2015-09-13T16:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,16200,18630,36000,72.0,HIGH,2.7,YES
2015-09-13T16:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,11566,13300,25704,61.2,HIGH,2.7,NO
2015-09-13T16:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,11340,13040,25200,72.0,HIGH,2.7,YES
2015-09-13T16:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,22032,25336,48960,61.2,HIGH,2.7,NO
2015-09-13T17:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,19800,22770,44000,88.0,CRITICAL,1.8,YES
2015-09-13T17:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,14137,16257,31416,74.8,HIGH,2.7,YES
2015-09-13T17:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,13860,15938,30800,88.0,CRITICAL,1.8,YES
2015-09-13T17:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,26928,30967,59840,74.8,HIGH,2.7,YES
2015-09-13T18:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,18720,21528,41600,83.2,CRITICAL,1.8,YES
2015-09-13T18:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,13362,15366,29694,70.7,HIGH,2.7,YES
2015-09-13T18:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,13104,15069,29120,83.2,CRITICAL,1.8,YES
2015-09-13T18:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,25452,29269,56560,70.7,HIGH,2.7,YES
2015-09-13T19:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,17640,20286,39200,78.4,HIGH,2.7,YES
2015-09-13T19:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,12587,14475,27971,66.6,HIGH,2.7,NO
2015-09-13T19:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,12348,14200,27440,78.4,HIGH,2.7,YES
2015-09-13T19:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,23975,27571,53279,66.6,HIGH,2.7,NO
2015-09-13T20:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,16560,19044,36800,73.6,HIGH,2.7,YES
2015-09-13T20:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,11831,13605,26292,62.6,HIGH,2.7,NO
2015-09-13T20:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,11592,13330,25760,73.6,HIGH,2.7,YES
2015-09-13T20:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,22536,25916,50080,62.6,HIGH,2.7,NO
2015-09-13T21:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,15480,17802,34400,68.8,HIGH,2.7,NO
2015-09-13T21:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,11056,12714,24570,58.5,MODERATE,3.6,NO
2015-09-13T21:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,10835,12460,24079,68.8,HIGH,2.7,NO
2015-09-13T21:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,21060,24218,46800,58.5,MODERATE,3.6,NO
2015-09-13T22:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,25486,49250,98.5,CRITICAL,1.8,YES
2015-09-13T22:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,16443,18909,36540,87.0,CRITICAL,1.8,YES
2015-09-13T22:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,17839,34475,98.5,CRITICAL,1.8,YES
2015-09-13T22:00:00Z,tapovan,Tapovan Akhada Grounds,19.9961,73.8188,31320,36018,69600,87.0,CRITICAL,1.8,YES
2015-09-13T23:00:00Z,ram-kund,Ram Kund Central Ghat,19.9995,73.7915,22162,25486,49250,98.5,CRITICAL,1.8,YES
2015-09-13T23:00:00Z,panchavati,Panchavati & Kalaram Corridor,20.0028,73.7946,16972,19517,37716,89.8,CRITICAL,1.8,YES
2015-09-13T23:00:00Z,kushavarta,Kushavarta Kund Trimbakeshwar,19.9324,73.5308,15513,17839,34475,98.5,CRITICAL,1.8,YES
